id,pos_x,pos_y,proj_x,proj_y,nr_hops,InFoRM_hops
0,0.3788542151451111,0.01236563827842474,-0.06441121794845193,-0.04423053763824547,1,0.061066195620589736
747,0.2485201209783554,0.0018419192638248205,-0.07468298013840952,-0.0572655489742863,1,0.3116657253405814
1,0.048689331859350204,-0.09327959269285202,-0.06558326697164749,-0.05327430640383755,1,0.1420068268578282
4257,-0.10521353036165237,0.01624397374689579,-0.07988780452073764,-0.06418305536226346,1,0.007624079277761499
2194,0.19371359050273895,-0.28840017318725586,-0.08016565936338842,-0.10061129476519218,1,0.23859419334829435
580,0.11972978711128235,-0.14360815286636353,-0.06421034901325368,-0.044147577235670685,1,0.010040720498924297
6478,-0.02263546921312809,-0.16576503217220306,0.05715834978932563,-0.06512962086663694,1,0.14961989374822826
1222,-0.0028524980880320072,-0.0772070661187172,-0.07037394355753347,-0.05093756754552494,1,0.2516569638974749
5735,-0.058304693549871445,-0.012926407158374786,-0.06871746637307709,-0.05093861129818372,1,0.0063873883231144405
7146,0.026090657338500023,-0.08847300708293915,-0.06543407383630814,-0.045733483695878464,1,0.03874047509687771
2204,0.1940734088420868,-0.252139151096344,-0.08026379948132184,-0.1294306748546656,1,0.029499783220808047
126,-0.043330103158950806,0.09557690471410751,-0.066266467084846,-0.047216403331918996,1,0.0572216424644204
2639,0.08108185231685638,0.011658147908747196,-0.06929872089006527,-0.05076059930596785,1,0.13855104705509547
2,0.2645469307899475,0.40412142872810364,-0.06683550413980233,-0.04668783871129989,1,0.0880359062355658
562,0.16693052649497986,0.3251872658729553,-0.06443316664803227,-0.044161249277156596,1,0.2673978194651582
1492,0.25011953711509705,0.38033685088157654,-0.06780646515757227,-0.04768155073109896,1,0.2243365729386628
6,0.25722554326057434,0.3760440945625305,-0.07581362587387279,-0.05592899573229026,1,0.18552089712376527
5303,0.25610873103141785,0.4124149978160858,-0.0712216981515454,-0.05131385233935266,1,0.09206970033795663
7128,0.2736792266368866,0.3944846987724304,-0.07056893693163366,-0.04984471919602884,1,0.16072418052317175
4154,0.313700407743454,0.34931355714797974,-0.06999595667508374,-0.049883744348097295,1,0.08449425552722663
5179,0.29199665784835815,0.4543382525444031,-0.06429458171806567,-0.043961149577451585,1,0.48122959775506796
3,-0.12788961827754974,0.04558546096086502,-0.07290465000310693,-0.07517166193893857,1,0.1256037409300845
1728,-0.12354512512683868,0.07910376787185669,-0.07102251976526977,-0.05692074977326688,1,0.3825760141606473
4560,-0.0752677172422409,0.13195453584194183,-0.07687105918994529,-0.07032290222211714,1,0.09329705870772029
5060,-0.07105398923158646,-0.15478137135505676,-0.05232979473394243,-0.06651351413091872,1,0.14248232685986117
1351,-0.16542509198188782,0.11222536861896515,-0.07891991168079401,-0.06915280484052212,1,0.1413582539050761
6503,-0.11410363018512726,0.08496285229921341,-0.080780885258233,-0.07294719643743718,1,0.11986235915919229
7089,-0.07489670813083649,0.0010432477574795485,-0.08582367663829123,-0.0892042745604084,1,0.7165446622601378
4319,-0.15254820883274078,-0.0006049035000614822,-0.1066007080758067,-0.1506336722476603,1,0.02290992074956517
6095,-0.11490794271230698,0.005540196318179369,-0.08434344638655183,-0.10919686411620094,1,0.0037763943780290137
272,-0.15645663440227509,0.13021674752235413,-0.06483047059298656,-0.04544290833049042,1,0.08249564270857537
4433,-0.1288919448852539,0.10169139504432678,-0.10147975703355121,-0.11361284870837153,1,0.041992331001265724
2900,-0.2708626985549927,0.08061623573303223,-0.06569874678124718,-0.04689865562545459,1,0.005997718278115972
3381,-0.113131083548069,0.04389238730072975,0.009263836717686267,-0.18626497806118242,1,0.2106145478273945
5943,-0.1704893261194229,-0.02375967614352703,0.07749934550060252,-0.04406297123301412,1,0.15356744899726874
2107,-0.10951804369688034,0.08758964389562607,-0.07486803024465674,-0.07312908588727866,1,0.2702593753019342
6940,-0.12600578367710114,0.03341398760676384,-0.08035121917593606,-0.07914543657125153,1,0.028667900156185134
2013,-0.08363056182861328,0.13812144100666046,-0.06903026454255076,-0.052759613015298044,1,0.04855201767958164
6046,-0.11558149009943008,0.06970443576574326,-0.08846243057907378,-0.08902429513769215,1,0.02892216771200222
5823,-0.0995277687907219,0.06648530066013336,-0.09653102098298377,-0.1210483091449288,1,0.019077479724465655
4,-0.2850326895713806,-0.6764755249023438,-0.06399847216959326,-0.04371301175147379,1,0.1675110504697976
5770,-0.2439390867948532,-0.5635936260223389,-0.06392112663141211,-0.04480994997261674,1,0.20542031093976032
5,0.14565031230449677,-0.03697806969285011,-0.06574618991510879,-0.048089181900504215,1,0.04010620294273097
5454,0.0437307134270668,-0.02555036172270775,-0.06676328959904594,-0.13099092291054099,1,0.14085413768805324
5856,0.17071379721164703,0.3085976243019104,-0.06619889476113074,-0.045604756708773,1,0.0005713341495762146
667,0.2960682809352875,0.3330443203449249,-0.09077126730352343,-0.07127425844105013,1,0.1527982390597986
6180,0.30779436230659485,0.339606910943985,-0.08188834886855016,-0.06240514253967337,1,0.39969563615633286
598,0.27278953790664673,0.3254646062850952,-0.07476886602000771,-0.052845738374275676,1,0.08354856127708503
870,0.17521274089813232,0.2801649868488312,-0.06664353540888798,-0.046086136089199765,1,0.047490454152910665
3079,0.3080785572528839,0.35865986347198486,-0.0771438934298002,-0.05722895599396202,1,0.03965752772507943
1834,0.23742935061454773,0.2927488684654236,-0.07611786590033905,-0.055775008133762814,1,0.11896080089113675
6283,0.21882063150405884,0.5353901386260986,-0.06578680050490689,-0.04559100364672593,1,0.154176257049474
7340,0.289031058549881,0.32508301734924316,-0.0697784409705577,-0.04974764425650588,1,0.4969442346843955
7279,0.29271259903907776,0.40315282344818115,-0.07079048294437407,-0.050725723901180846,1,0.020791639919757163
342,0.28272631764411926,0.41431865096092224,-0.06979580273293462,-0.04984491730620886,1,0.24321538815990368
4405,0.32100123167037964,0.49282002449035645,-0.06490416355324108,-0.044642489768863515,1,0.25275617907703385
1462,0.21171413362026215,0.23992407321929932,-0.0668837792452169,-0.053323676576939955,1,0.12921103289922012
1284,0.2174450308084488,0.3619746267795563,-0.06909902837819315,-0.04774992092211158,1,0.07379467359945535
1551,0.27201592922210693,0.48500242829322815,-0.06671181184796764,-0.0465413700566257,1,0.4227911824714275
3291,0.32325783371925354,0.421094685792923,-0.06502652285944063,-0.04456290417800609,1,0.11310270635238913
167,0.2585870325565338,0.30221226811408997,-0.07270198349670096,-0.04237995405557675,1,0.35759909742426543
7,-0.04413890466094017,-0.33393239974975586,-0.02838757203358508,-0.0509195498533198,1,0.08589516310893769
177,0.11499551683664322,-0.2699708342552185,-0.06362777692684767,-0.0452830829997897,1,0.11600876926816911
6243,-0.03279828280210495,-0.47342395782470703,-0.06317476529512281,-0.04399741827354428,1,0.03907129664755426
7589,-0.175706684589386,-0.18577228486537933,0.18782083103880534,-0.03653357801325722,1,0.0002506239694820346
2854,-0.14102628827095032,-0.1880534291267395,0.2715540481861678,-0.12610203308950574,1,0.11704087686422614
6931,-0.11156410723924637,-0.32574474811553955,0.9056089638150149,-0.00930575199173456,1,0.026724504968830214
6250,0.11560994386672974,-0.4604536294937134,-0.0620386633138332,-0.04442706880815077,1,0.046591306714853814
428,-0.033404797315597534,-0.4728696346282959,-0.06317476529512281,-0.04399741827354428,1,0.2327523427650786
2142,-0.16651128232479095,-0.24333445727825165,-0.06537780263652433,-0.06396218562450534,1,0.09895122547658455
8,0.32873719930648804,-0.5989202260971069,-0.06382583881825613,-0.0437142714380474,1,0.05344863071188768
1686,0.25684159994125366,-0.4793415069580078,-0.057379433626456616,-0.04478280275935192,1,0.1217654861659157
9,0.29043856263160706,0.11756272614002228,-0.06579179802223036,-0.04481091811736766,1,0.036778072183299745
4481,0.39587467908859253,0.027210859581828117,-0.0640780524497519,-0.04373977004964699,1,0.050752625746067315
1795,0.23209454119205475,0.22298100590705872,-0.07287957864756091,-0.03220588515279584,1,0.1782593309918515
2660,0.3193076550960541,0.24356622993946075,-0.06640446371010357,-0.04619113915453013,1,0.22413824133386642
6053,0.3928780257701874,0.022613264620304108,-0.0640780524497519,-0.04373977004964699,1,0.01137414764814994
246,0.22645705938339233,0.09155327081680298,-0.06434224317944676,-0.043963635784847674,1,0.1804957734588458
3843,0.31314894556999207,0.1692361980676651,-0.06532293142136801,-0.04436501192746725,1,0.0005876458568362969
6441,0.09917774796485901,0.039583202451467514,-0.06586974679712397,-0.044281698048378296,1,0.016608218327289617
366,0.3381217122077942,0.21571458876132965,-0.06546794108887977,-0.04454036892050614,1,0.13994569756503286
10,0.06927655637264252,-0.018031049519777298,-0.06415196608881311,-0.0370970688071928,1,0.17977715552681586
5489,-0.010280417278409004,-0.0044194781221449375,-0.07001226585586463,0.16000236206075538,1,0.010935364290279309
11,-0.10167887061834335,-0.2858222723007202,-0.024289734467803834,-0.04208014456559305,1,0.040067589987978686
5240,-0.08961304277181625,-0.2293332815170288,-0.056342440888368796,-0.04446139189358875,1,0.15043762320676432
618,-0.18023309111595154,-0.35689887404441833,-0.030326964643316547,-0.042570194071962816,1,0.17535757159493828
2412,-0.11009755730628967,-0.2063647210597992,0.441664922641248,-0.024342431714232834,1,0.12001901751963764
1325,0.0011422550305724144,-0.2277788668870926,0.08404569864397986,-0.03239721668259453,1,0.3511630753541256
4919,-0.11654125899076462,-0.3394913673400879,0.7747539664098212,-0.011555472230222186,1,0.007464724060381846
12,-0.18032658100128174,-0.006024161819368601,-0.07245702684021527,-0.05642635694571019,1,0.05113985420438565
5274,-0.12086628377437592,0.03217081353068352,-0.20242206533609008,-0.26642054502596724,1,0.055299572685094896
3807,-0.09718340635299683,6.773390487069264e-05,-0.08653984224360788,-0.0868188649875345,1,0.14212154644122538
13,0.0735841616988182,0.37001490592956543,-0.20876983738123062,2.854922409457343,1,0.04294667442544577
1794,0.07112360000610352,0.3690502345561981,-0.146144145816378,1.5257260296166477,1,0.14720465858013737
3971,0.0451011024415493,0.37862733006477356,-0.11709246828766504,0.9241483239527243,1,0.0578755668245965
1223,0.07641952484846115,0.3399871587753296,-0.23994053612368924,3.563200906893022,1,0.1954212983877201
6152,0.09530796855688095,0.40081796050071716,-0.09940426450877919,0.633189194396445,1,0.03035900656553073
5385,0.1139354333281517,0.5051503777503967,-0.06825175497935941,0.04889203621542122,1,0.009712560440172775
1509,0.03311969339847565,0.27655085921287537,-0.3110584977278231,4.848949929390369,1,0.27067589242668005
524,0.07317151129245758,0.34382903575897217,-0.5077238234049226,9.292032948673517,1,0.10186094165541922
4770,0.05881131812930107,0.3473075032234192,-0.17369385745358873,2.079720580517606,1,0.053563068437768924
1937,0.05483318865299225,0.3096289038658142,-0.4660030905912952,7.98808023191462,1,0.2280571688033881
7315,0.08065567165613174,0.33106768131256104,-0.13907835919346648,1.3709361512942906,1,0.07913327005267956
1817,0.06158261373639107,0.32170233130455017,-0.2187027803732498,3.014686811216042,1,0.1877700268124568
6298,0.0555320642888546,0.34636998176574707,-0.16546450042647878,1.9144376359497681,1,0.003251562982299895
2266,0.08929873257875443,0.3414839804172516,-0.15026941984751846,1.5882158506630661,1,0.20279055167435056
3557,0.06592819839715958,0.32010820508003235,-0.23164199601015964,3.262510499473995,1,0.22711380952329324
5857,0.07103320956230164,0.33705103397369385,-0.3957410012044389,6.896657828424737,1,0.24643353760545614
866,0.03797002509236336,0.3093299865722656,-0.23560843624653213,3.1812578934633367,1,0.194583872577039
2789,0.10350265353918076,0.44768035411834717,-0.07216975252931042,0.13560607488300672,1,0.02706149635906343
3559,0.05035965517163277,0.33437496423721313,-0.14783415171480466,1.590175015841394,1,0.12801811246768707
4904,0.07721304148435593,0.33080020546913147,-0.2830360206751062,4.429959800752781,1,0.14165191335931246
6565,0.04489332064986229,0.3785235285758972,-0.1472198565570648,1.5806442454164622,1,0.041235412350255955
5355,0.07501370459794998,0.3411617875099182,-0.23753700338668665,3.3789735769892673,1,0.10261706390030685
620,0.11234118044376373,0.5066059827804565,-0.06825175497935941,0.04889203621542122,1,0.19146640136220777
110,0.04736274108290672,0.3144521117210388,-0.3926039629761697,6.61486342796386,1,0.23232174329165492
2835,0.06575670093297958,0.32345420122146606,-0.31162425893835677,4.976665905006774,1,0.0884474405273309
3316,0.12089888751506805,0.33903947472572327,-0.10662749443296471,0.7782662601242957,1,0.02406164316534963
6712,0.07891114801168442,0.27975717186927795,-0.318766483949909,5.246847609893065,1,0.025171148477720364
1850,0.055754464119672775,0.31833311915397644,-0.19588925630352388,2.4906115939463995,1,0.14409750857958634
4860,0.07420556992292404,0.3435787260532379,-0.2643523616923891,3.998778849743059,1,0.10715319031841397
4606,0.07943985611200333,0.346545547246933,-0.19005425088026087,2.478562941723424,1,0.06411707210368871
14,-0.16970837116241455,0.18604549765586853,-0.06550212456238852,-0.04681365542356589,1,0.012610367932231402
5862,-0.10535597801208496,0.13950590789318085,-0.07543802256250487,-0.07507181751565611,1,0.017061959660728244
2155,-0.12804362177848816,0.12493453174829483,-0.07156643590408583,-0.060292355937711796,1,0.007637594901161798
6438,-0.1384696066379547,0.14624544978141785,-0.07218387310371559,-0.06150091628452142,1,0.1515136387295541
3086,-0.1270758956670761,0.17077390849590302,-0.06995576391641167,-0.05594300862525885,1,0.0475396786677329
15,-0.17416636645793915,0.002751640509814024,-0.0844447732718611,-0.0770832279556875,1,0.03220190792337046
