id, pos_x, pos_y, proj_x, proj_y, InFoRM
0, -0.009774094447493553, 0.01883634179830551, -2.7529000289582194e-05, -0.00012056114353912479, 0.025533823569216223
3361, 0.01111159659922123, 0.0031746423337608576, -3.3045918633242445e-05, -0.00013726196714300266, 0.03606668644554781
137, -0.008531075902283192, -0.004311623517423868, -2.3219793196366305e-05, -6.760420141315418e-05, 0.03009040709726657
2158, -0.018932702019810677, -0.009836241602897644, -2.3523215872199377e-05, -0.0001339270462773038, 0.017603051281767545
974, -0.0016486461972817779, -0.005599324591457844, -2.6129595975772974e-05, -0.00012827914309987315, 0.018798843101094906
1839, -0.012171945534646511, 0.011769752018153667, -2.649343708538856e-05, -0.00012255351412866208, 0.01708493067471664
1552, -0.0012878944398835301, 0.01501479558646679, -3.5628822789041704e-05, -0.00011333991637565223, 0.023904431923990405
1586, -0.001975435996428132, 0.009112686850130558, -2.830397442658314e-05, -0.0001204603541419609, 0.023200262573327822
243, 0.009545881301164627, 0.019725119695067406, -2.6799463720618693e-05, -0.0001286809004808872, 0.027437665785102042
3583, 0.010354660451412201, 0.011812480166554451, -2.687428975527406e-05, -0.00011779903535579284, 0.03043649095938434
206, -0.020722033455967903, 0.010960509069263935, -2.5956785927704068e-05, -0.00012718590447592526, 0.027188233927363015
3405, 0.007965613156557083, 0.01813933625817299, -2.7581375673782033e-05, -0.0001289599676227847, 0.026774043210291792
3225, 0.011101456359028816, 0.005783773958683014, -2.1245211806795556e-05, -0.000159567182989374, 0.02303654793373669
2137, -0.014831159263849258, 0.055304426699876785, -3.5508156030307455e-05, -9.957241344509469e-05, 0.09218918904339951
954, 0.00283917342312634, 0.0013579761143773794, -2.2544948450985843e-05, -0.0001292874450921596, 0.013190075947656432
1903, 0.010798661969602108, -0.004376693163067102, -2.338875567355924e-05, -0.00011576889399932179, 0.015189342020964365
3644, 0.01637914776802063, -0.007507204078137875, -2.3793902561145095e-05, -0.00012907273931942213, 0.04784871376327144
3006, -0.005682158749550581, -0.015891294926404953, -1.504678349039654e-05, -8.445230515552834e-05, 0.026675223169254293
2367, -0.046515095978975296, 0.02610701136291027, -2.867684115692596e-05, -0.00012605145665300799, 0.047599876173755606
1, 0.006405568681657314, 0.025016028434038162, -2.3901056370119978e-05, -0.00012665983812270727, 0.013167978283082712
992, 0.007585220038890839, 0.006232246290892363, -2.265785277866655e-05, -0.00011979928942553864, 0.02614032836363278
3318, 0.008473940193653107, 0.009038995951414108, -2.2605094108686316e-05, -0.00012465474528197584, 0.016176174673136534
2083, -0.013919197022914886, 0.014750066213309765, -2.4779073646355207e-05, -0.00012873161665120196, 0.015099599936698864
2788, 0.005240507889539003, 0.0016777025302872062, -2.7910991521632887e-05, -0.00013049786645463014, 0.0163997125477836
805, -0.01821593940258026, 0.022903960198163986, -2.3630883977053028e-05, -0.00012658230960923452, 0.04673038458711235
3574, 0.005967545788735151, 0.006423942744731903, -2.2260358702134636e-05, -0.00012452414638985913, 0.019689613993425732
3788, 0.010112513788044453, -0.00047202318091876805, -2.3250415205523554e-05, -0.00012952056781912833, 0.01973703061840834
2799, 0.0010401462204754353, 0.0001785181084414944, -2.7341269980062535e-05, -0.0001261062755268795, 0.019123609485894387
2802, 0.0028461399488151073, 0.002413429319858551, -2.6499053459440096e-05, -0.0001234610287567464, 0.016706574968056574
1462, 0.002552296267822385, 0.0013402501353994012, -2.6996526846897076e-05, -0.0001253603132541252, 0.015967915682480727
823, 0.004749520216137171, 0.004595588427037001, -1.9191884645999026e-05, -0.00012146337044451461, 0.018703467216223176
824, 0.01111852377653122, 0.004293665289878845, -2.4309695040105125e-05, -0.00012304402467997944, 0.021176143130810322
1309, 0.01207720022648573, -0.001730416202917695, -2.46934316948731e-05, -0.00011942940562848776, 0.018210851511383283
2, -0.06284162402153015, -0.028862982988357544, -3.614780428367108e-05, -0.0002688969668597867, 0.21618821964581367
3473, -0.03719278424978256, -0.05381326377391815, -4.0626166171728355e-05, -0.00027375534243859515, 0.11749065368976618
428, 0.003522863844409585, 0.0121851721778512, -2.2564236403712164e-05, -0.00013802533726021092, 0.04911585359508603
3, -0.051630426198244095, 0.005428324453532696, -2.377539787351074e-05, -6.75068354904762e-05, 0.03222999296668678
529, -0.029963495209813118, -0.016425253823399544, -2.5908334540746345e-05, -0.00010113136964168958, 0.030407475178775484
898, 0.015130063518881798, 0.006787248887121677, -2.983167927023588e-05, -0.0001155654412313501, 0.024461590125052092
3757, -0.011204028502106667, -0.0020104525610804558, -1.7497674806701242e-05, -5.1165995126457896e-05, 0.049036310708123136
4, -0.021169131621718407, 0.012308015488088131, -1.885899552902848e-05, -0.00013811118239409923, 0.023006234763585248
1669, -0.00827743485569954, -0.01719757355749607, -2.080808964413204e-05, -0.00014372342930966307, 0.022752372427886327
1799, -0.03276216611266136, 0.0027527008205652237, -2.583519268932701e-05, -0.00014408196718531668, 0.023205123453047646
